userID,placeID,Rpayment,Rcuisine,hours,days,parking_lot,name,address,city,state,country,alcohol,smoking_area,dress_code,accessibility,price,area,rating,food_rating,service_rating,y/n,Rcuisine_customer,Upayment,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height
U1001,135110,cash,Spanish,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,public,Kiku Cuernavaca,Revolucion,Cuernavaca,Morelos,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,2,2,_,American,cash,FALSE,abstemious,informal,family,on foot,single,independent,1989,variety,thrifty-protector,none,student,black,69,medium,1.77
U1002,135110,VISA,Italian,00:00-23:30;,Sat;,none,puesto de tacos,esquina santos degollado y leon guzman,s.l.p.,s.l.p.,mexico,No_Alcohol_Served,none,informal,completely,low,open,2,1,1,_,Mexican,cash,FALSE,abstemious,informal,family,public,single,independent,1990,technology,hunter-ostentatious,Catholic,student,red,40,low,1.87
U1003,135110,MasterCard-Eurocard,Latin_American,00:00-23:30;,Sun;,none,El Rincón de San Francisco,Universidad 169,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,only at bar,informal,partially,medium,open,2,2,2,_,Mexican,cash,FALSE,social drinker,formal,family,public,single,independent,1989,none,hard-worker,Catholic,student,blue,60,low,1.69
U1004,135110,American_Express,Mexican,08:00-19:00;,Mon;Tue;Wed;Thu;Fri;,none,little pizza Emilio Portes Gil,calle emilio portes gil,victoria ,tamaulipas,?,No_Alcohol_Served,none,informal,completely,low,closed,1,2,2,_,Bakery,cash,FALSE,abstemious,informal,family,public,single,independent,1940,variety,hard-worker,none,professional,green,44,medium,1.53
U1004,135110,bank_debit_cards,Fast_Food,00:00-00:00;,Sat;,none,carnitas_mata,lic. Emilio portes gil,victoria,Tamaulipas,Mexico,No_Alcohol_Served,permitted,informal,completely,medium,closed,1,1,2,_,Breakfast-Brunch,bank_debit_cards,FALSE,abstemious,no preference,family,public,single,independent,1992,none,thrifty-protector,Catholic,student,black,65,medium,1.69
U1004,135109,cash,Mexican,00:00-00:00;,Sun;,none,Restaurant los Compadres,Camino a Simon Diaz 155 Centro,San Luis Potosi,SLP,Mexico,Wine-Beer,none,informal,no_accessibility,high,closed,2,0,0,_,Japanese,cash,TRUE,social drinker,no preference,friends,car owner,single,independent,1989,variety,hard-worker,none,student,blue,75,medium,1.8
U1004,135107,cash,Burgers,08:00-21:00;,Mon;Tue;Wed;Thu;Fri;,none,Taqueria EL amigo ,Calle Mezquite Fracc Framboyanes,Cd Victoria,Tamaulipas,Mexico,No_Alcohol_Served,none,casual,completely,low,open,1,1,1,_,Contemporary,cash,FALSE,casual drinker,informal,solitary,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,60,low,1.59
U1004,135107,VISA,Dessert-Ice_Cream,08:00-21:00;,Sat;,yes,shi ro ie,?,?,?,?,Wine-Beer,section,informal,no_accessibility,high,open,0,2,0,_,Mexican,cash,FALSE,social drinker,formal,solitary,public,single,independent,1989,technology,hard-worker,Catholic,student,green,68,low,1.72
U1004,135107,MasterCard-Eurocard,Fast_Food,08:00-21:00;,Sun;,valet parking,Pollo_Frito_Buenos_Aires,tampico,victoria,Tamaulipas,Mexico,No_Alcohol_Served,not permitted,informal,completely,low,closed,1,2,1,_,Bagels,cash,FALSE,abstemious,formal,family,on foot,single,kids,1991,variety,thrifty-protector,Catholic,student,green,75,medium,1.78
U1004,135107,American_Express,Hot_Dogs,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,valet parking,la Estrella de Dimas,Villa de Pozos 192 Villa de Pozos,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,2,2,_,Cafe-Coffee_Shop,cash,FALSE,social drinker,no preference,friends,car owner,married,kids,1987,technology,hard-worker,none,student,green,40,medium,1.67
U1004,135107,bank_debit_cards,Latin_American,00:00-23:30;,Sat;,public,Restaurante 75,Villa de Pozos 4497 Villa de Pozos,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,1,1,_,Continental-European,cash,FALSE,abstemious,no preference,family,public,single,independent,1989,variety,hard-worker,Catholic,student,purple,68,medium,1.78
U1004,135106,cash,Mexican,00:00-23:30;,Sun;,none,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,SLP,Mexico,Wine-Beer,none,informal,no_accessibility,low,closed,1,2,2,_,Cafeteria,cash,FALSE,casual drinker,formal,family,public,single,independent,1988,technology,hard-worker,Catholic,student,red,98,medium,1.84
U1005,135106,VISA,Steaks,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;,valet parking,El angel Restaurante,Venustiano Carranza 1625 Jardin,San Luis Potosi,SLP,Mexico,Wine-Beer,section,informal,no_accessibility,high,closed,1,2,1,_,American,cash,FALSE,abstemious,no preference,friends,public,widow,independent,1982,retro,thrifty-protector,none,professional,blue,80,medium,1.75
U1006,135106,MasterCard-Eurocard,Mexican,07:00-23:30;,Sat;,valet parking,Restaurante Pueblo Bonito,Mexico 2015 Providencia,San Luis Potosi,SLP,Mexico,Wine-Beer,none,informal,no_accessibility,high,closed,0,0,0,_,Mexican,bank_debit_cards,FALSE,abstemious,?,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69
U1007,135105,cash,Steaks,07:00-23:30;,Sun;,yes,Mcdonalds Parque Tangamanga,Lateral Salvador Nava Martinez 3145,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,closed,1,1,0,_,Family,MasterCard-Eurocard,TRUE,social drinker,informal,family,public,single,independent,1989,technology,thrifty-protector,Catholic,student,black,87,medium,1.67
U1008,135104,cash,Mexican,18:00-23:30;,Mon;Tue;Wed;Thu;Fri;,public,Tortas y hamburguesas el gordo,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,no_accessibility,low,closed,1,2,1,_,Cafe-Coffee_Shop,cash,FALSE,casual drinker,informal,friends,on foot,single,independent,1991,eco-friendly,thrifty-protector,Catholic,student,green,70,medium,1.67
U1008,135104,VISA,Steaks,18:00-23:30;,Sat;,yes,Sirlone,carr. mexico,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,none,informal,completely,medium,closed,0,0,2,_,Mexican,cash,FALSE,casual drinker,formal,family,public,single,?,1991,retro,hunter-ostentatious,none,professional,orange,79,medium,1.79
U1008,135104,MasterCard-Eurocard,Asian,18:00-21:00;,Sun;,none,rockabilly ,agustin de iturbide,san luis potosi,san luis potosi,mexico,Full_Bar,section,informal,completely,low,closed,1,2,0,_,Juice,cash,TRUE,casual drinker,formal,friends,public,single,independent,1989,technology,thrifty-protector,Christian,student,blue,65,low,1.83
U1008,135103,cash,Dessert-Ice_Cream,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,fee,Unicols Pizza,Plaza del Carmen,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,none,informal,completely,low,closed,2,0,2,_,Hawaiian,cash,FALSE,casual drinker,no preference,family,public,single,independent,1989,variety,thrifty-protector,Catholic,student,purple,59,medium,1.6
U1008,135103,VISA,International,20:30-23:30;,Sat;,public,TACOS EL GUERO,?,victoria,tamaulipas,mexico,No_Alcohol_Served,none,informal,completely,low,closed,1,2,2,_,Hot_Dogs,cash,FALSE,abstemious,no preference,friends,public,single,independent,1982,technology,hard-worker,Catholic,professional,blue,40,medium,1.68
U1008,135103,MasterCard-Eurocard,Mongolian,00:00-23:30;,Sun;,yes,Restaurant El Muladar de Calzada,De Guadalupe 460 San Miguelito,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,section,informal,no_accessibility,medium,closed,1,2,0,_,Latin_American,VISA,FALSE,social drinker,no preference,family,car owner,single,dependent,1984,none,hard-worker,Catholic,student,purple,108,medium,1.62
U1008,135102,cash,Steaks,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;,public,La Posada del Virrey,Av. V. Carranza,San Luis Potosi,San Luis Potosi,Mexico,Wine-Beer,none,casual,completely,high,closed,1,0,2,_,Korean,cash,FALSE,casual drinker,formal,family,car owner,single,independent,1990,variety,hard-worker,Catholic,student,purple,46,medium,1.54
U1008,135102,VISA,Vegetarian,00:00-23:30;,Sat;,yes,Restaurant and Bar and Clothesline Carlos N Charlies,Domingo 10 711 El Empleado,Cuernavaca,Morelos,Mexico,Full_Bar,section,informal,no_accessibility,high,closed,2,2,2,_,American,cash,FALSE,casual drinker,informal,friends,car owner,single,independent,1988,none,hard-worker,Catholic,student,blue,103,low,1.79
U1008,135102,MasterCard-Eurocard,Brazilian,00:00-23:30;,Sun;,public,KFC,?,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,completely,low,closed,2,2,1,_,Cafeteria,cash,?,abstemious,?,?,?,?,?,1930,none,hard-worker,none,?,yellow,40,?,1.2
U1008,135102,bank_debit_cards,International,12:00-22:00;,Mon;Tue;Wed;Thu;Fri;,yes,Giovannis,40 Norte Civac 1RA. Seccion,Jiutepec,Morelos,Mexico,No_Alcohol_Served,none,informal,no_accessibility,low,closed,2,2,2,_,Italian,bank_debit_cards,FALSE,social drinker,no preference,family,public,single,?,1990,none,thrifty-protector,Catholic,student,red,65,medium,1.79
U1009,135101,cash,Latin_American,12:00-23:00;,Sat;,none,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,2,2,2,_,Diner,cash,FALSE,abstemious,formal,family,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,red,49,medium,1.55
U1009,135100,cash,Steaks,12:00-22:00;,Sun;,none,Mariscos Tia Licha,avenida salvador montiel ,cuernavaca,morelos,mexico,No_Alcohol_Served,not permitted,casual,partially,medium,closed,2,2,2,_,Fast_Food,cash,TRUE,social drinker,no preference,?,public,single,independent,1989,retro,thrifty-protector,Catholic,student,purple,60,low,1.65
U1009,135099,cash,Cafe-Coffee_Shop,09:00-23:00;,Mon;Tue;Wed;Thu;Fri;,none,cafe ambar,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,closed,1,2,1,_,Family,cash,FALSE,abstemious,no preference,family,public,single,independent,1989,variety,hard-worker,Christian,student,blue,77,medium,1.63
U1009,135099,VISA,Cafeteria,09:00-01:00;,Sat;,none,Restaurante la Gran Via,Venustiano Carranza 560 Centro,San Luis Potosi,SLP,Mexico,Wine-Beer,none,casual,no_accessibility,high,closed,2,2,1,_,Cafe-Coffee_Shop,cash,TRUE,casual drinker,formal,family,public,single,independent,1990,variety,conformist,Catholic,student,white,58,low,1.6
U1009,135099,MasterCard-Eurocard,Contemporary,09:00-22:00;,Sun;,yes,don burguers,r.b. anaya esq. florencia,slp,slp,mexico,No_Alcohol_Served,none,informal,no_accessibility,low,open,1,1,1,_,Deli-Sandwiches,bank_debit_cards,FALSE,casual drinker,formal,family,on foot,single,independent,1991,eco-friendly,hard-worker,Catholic,student,black,64,medium,1.75
U1009,135098,cash,Deli-Sandwiches,13:00-08:00;,Mon;Tue;Wed;Thu;Fri;,yes,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,high,closed,1,1,0,_,Cafeteria,cash,FALSE,abstemious,informal,solitary,?,married,kids,1992,none,hard-worker,Catholic,unemployed,white,40,medium,1.6
U1009,135098,VISA,Diner,13:00-08:00;,Sat;,yes,Rincon del Bife,?,?,?,?,Full_Bar,section,informal,completely,high,closed,0,0,0,_,Mexican,cash,FALSE,abstemious,formal,family,public,single,independent,1989,variety,hard-worker,Catholic,student,blue,40,medium,1.75
U1010,135098,MasterCard-Eurocard,Mexican,13:00-08:00;,Sun;,yes,La Fontana Pizza Restaurante and Cafe,Satelite 606 Satelite,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,section,informal,no_accessibility,high,closed,0,0,0,_,Mexican,cash,FALSE,social drinker,no preference,family,on foot,single,?,1991,none,hard-worker,none,student,yellow,54,low,1.6
U1011,135098,bank_debit_cards,Mexican,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;,public,Restaurante la Estrella de Dima,Soledad Sn Arboledas de Soledad,Soledad,SLP,Mexico,Wine-Beer,none,informal,no_accessibility,high,closed,0,0,0,_,Mexican,cash,FALSE,casual drinker,informal,family,public,single,independent,1990,technology,thrifty-protector,Catholic,student,yellow,50,medium,1.58
U1012,135097,cash,Mexican,14:00-23:30;,Sat;,yes,El Rincon de San Francisco,1a. de Lozada 1,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,1,1,_,Latin_American,cash,TRUE,casual drinker,no preference,friends,car owner,single,independent,1985,variety,hunter-ostentatious,none,student,red,69,medium,1.75
U1013,135097,VISA,Cafeteria,14:00-23:30;,Sun;,none,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,0,0,0,_,Japanese,American_Express,FALSE,social drinker,informal,family,public,single,independent,1991,none,hard-worker,Catholic,student,blue,76,medium,1.7
U1014,135097,MasterCard-Eurocard,Mexican,13:00-23:00;,Mon;Tue;Wed;Thu;Fri;,yes,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,SLP,Mexico,Wine-Beer,section,informal,no_accessibility,medium,closed,0,0,0,_,Japanese,cash,FALSE,social drinker,no preference,family,public,single,independent,1990,variety,thrifty-protector,Catholic,student,blue,52,low,1.5
U1014,135097,bank_debit_cards,Japanese,13:00-00:00;,Sat;,yes,Koye Sushi,Nereo Rodriguez Barragan 450 E Centro,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,high,closed,0,0,0,_,Fast_Food,cash,TRUE,social drinker,no preference,family,public,single,independent,1930,variety,thrifty-protector,Catholic,student,blue,97,low,1.83
U1015,135094,cash,Sushi,13:00-22:00;,Sun;,yes,Restaurant Teely,La Pradera,Cuernavaca,Morelos,Mexico,Wine-Beer,section,casual,no_accessibility,high,closed,0,0,0,_,Mexican,cash,FALSE,social drinker,no preference,friends,?,single,independent,1989,none,hard-worker,none,student,yellow,83,medium,1.73
U1016,135093,cash,Mexican,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;,yes,la parroquia,venustiano carranza,san luis potosi,san luis potosi,?,No_Alcohol_Served,not permitted,informal,partially,medium,closed,0,0,0,_,Cafe-Coffee_Shop,cash,FALSE,abstemious,no preference,friends,public,single,independent,1994,none,thrifty-protector,Catholic,student,blue,73,medium,1.64
U1016,135093,bank_debit_cards,Seafood,13:00-00:30;,Sat;,none,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,SLP,Mexico,Wine-Beer,none,informal,no_accessibility,medium,closed,0,0,0,_,Contemporary,VISA,FALSE,abstemious,no preference,friends,on foot,single,independent,1985,eco-friendly,hunter-ostentatious,Catholic,professional,white,40,medium,1.62
U1016,135092,cash,Cafeteria,13:00-01:00;,Sun;,yes,Hamburguesas La perica,cd. mier,victoria,Tamaulipas,Mexico,No_Alcohol_Served,permitted,informal,completely,low,open,0,0,0,_,Regional,cash,FALSE,abstemious,no preference,family,car owner,single,independent,1943,technology,thrifty-protector,Christian,student,yellow,40,high,1.4
U1016,135091,cash,Burgers,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;,none,Restaurante El Reyecito,Agricultura 595 del Valle,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,0,0,0,_,Fusion,cash,FALSE,abstemious,no preference,solitary,public,single,independent,1989,technology,hard-worker,none,student,white,60,medium,1.64
U1016,135091,VISA,Fast_Food,10:00-23:30;,Sat;,yes,churchs,?,?,?,?,No_Alcohol_Served,none,informal,completely,low,closed,2,2,2,_,Japanese,cash,TRUE,social drinker,informal,family,car owner,married,kids,1969,variety,thrifty-protector,Catholic,professional,orange,85,medium,1.73
U1016,135091,MasterCard-Eurocard,Fast_Food,11:00-23:30;,Sun;,none,Dominos Pizza,Ricardo B. Anaya,San Luis Potosi,San Luis Potosi,Mexico,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,closed,2,2,2,_,Portuguese,cash,FALSE,casual drinker,elegant,friends,car owner,single,independent,1991,technology,thrifty-protector,Mormon,student,orange,68,high,1.6
U1016,135090,cash,Chinese,11:00-23:30;,Mon;Tue;Wed;Thu;Fri;,yes,el pueblito,?,?,?,?,Wine-Beer,not permitted,informal,completely,medium,closed,2,1,2,_,American,cash,FALSE,social drinker,no preference,friends,car owner,single,independent,1990,retro,hard-worker,Catholic,student,black,82,medium,1.84
U1016,135089,cash,Seafood,11:00-23:30;,Sat;,yes,emilianos,venustiano carranza,san luis potos,mexico,?,Wine-Beer,none,informal,completely,low,closed,1,2,1,_,Indian-Pakistani,bank_debit_cards,FALSE,abstemious,no preference,family,public,single,independent,1992,retro,thrifty-protector,Catholic,student,purple,60,medium,1.63
U1016,135089,VISA,Contemporary,11:00-22:00;,Sun;,none,Restaurant Bar Hacienda los Martinez,Santos Degollado 745 los Alamitos,San Luis Potosi,SLP,Mexico,Wine-Beer,section,informal,no_accessibility,medium,closed,0,0,0,_,Eastern_European,cash,TRUE,casual drinker,no preference,?,public,single,independent,1988,eco-friendly,thrifty-protector,none,student,green,65,medium,1.7
U1016,135089,MasterCard-Eurocard,Bar,12:00-22:00;,Mon;Tue;Wed;Thu;Fri;,yes,Vips,Emiliano Zapata No. 825 Tlaltenongo,Cuernavaca,Morelos,Mexico,Wine-Beer,none,informal,completely,medium,closed,1,2,1,_,Lebanese,American_Express,FALSE,casual drinker,informal,solitary,public,single,?,1991,none,hard-worker,none,student,blue,55,?,1.6
U1016,135089,bank_debit_cards,Bar_Pub_Brewery,12:00-22:00;,Sat;,public,Restaurante Alhondiga,Alhondiga 62 Centro,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,2,1,_,Moroccan,VISA,FALSE,social drinker,no preference,family,car owner,single,independent,1989,variety,hard-worker,none,student,green,73,medium,1.71
U1016,135088,cash,Japanese,12:00-22:00;,Sun;,yes,los Toneles,Estatuto Juridico 1040 Burocratas,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,section,informal,no_accessibility,high,closed,2,2,2,_,Barbecue,bank_debit_cards,FALSE,casual drinker,no preference,family,public,single,independent,1979,variety,thrifty-protector,none,professional,blue,74,medium,1.76
U1016,135086,cash,Bar,09:00-17:00;,Mon;Tue;Wed;Thu;Fri;,none,Restaurant los Pinos,Federal Mexico - Acapulco 10 3 de Mayo,Cuernavaca,Morelos,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,2,0,_,Polynesian,cash,TRUE,social drinker,no preference,family,on foot,single,independent,1990,none,conformist,Catholic,student,blue,85,low,1.8
U1016,135086,VISA,Bar_Pub_Brewery,09:00-13:00;,Sat;,yes,Restaurante Guerra,20 de Noviembre 1817 Tlaxcala,San Luis Potosi,SLP,Mexico,Wine-Beer,section,informal,no_accessibility,high,closed,1,2,1,_,Polish,VISA,FALSE,casual drinker,informal,family,public,single,independent,1990,variety,thrifty-protector,Catholic,student,red,66,low,1.72
U1017,135086,MasterCard-Eurocard,Bar,00:00-23:30;,Sun;,yes,Michiko Restaurant Japones,Cordillera de Los Alpes 160 Lomas 2 Seccion,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,1,1,_,Chinese,bank_debit_cards,FALSE,social drinker,formal,family,public,single,independent,1992,technology,thrifty-protector,Catholic,student,blue,59,medium,1.7
U1018,135085,cash,Contemporary,11:00-21:00;,Mon;Tue;Wed;Thu;Fri;,yes,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,1,2,1,_,Mexican,cash,FALSE,abstemious,no preference,family,car owner,married,dependent,1952,none,hard-worker,Catholic,professional,blue,70,medium,1.66
U1019,135084,cash,Seafood,11:00-21:00;,Sat;,none,la Cochinita Pibil Restaurante Yucateco,Venustiano Carranza 2175 Jardin,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,section,informal,no_accessibility,high,closed,1,1,1,_,Family,MasterCard-Eurocard,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62
U1020,135084,VISA,Bar,11:00-21:00;,Sun;,none,Potzocalli,Carretera Central Sn,San Luis Potosi,?,?,No_Alcohol_Served,none,informal,completely,low,closed,2,2,1,_,Mexican,cash,TRUE,casual drinker,formal,friends,public,single,independent,1989,technology,hunter-ostentatious,Catholic,student,yellow,69,medium,1.83
U1021,135084,MasterCard-Eurocard,Pizzeria,07:00-00:00;,Mon;Tue;Wed;Thu;Fri;,yes,Restaurante la Parroquia Potosina,Venustiano Carranza 303 Centro,San Luis Potosi,SLP,Mexico,Wine-Beer,section,informal,no_accessibility,high,closed,2,2,2,_,Pizzeria,cash,FALSE,abstemious,formal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,red,74,low,1.78
U1021,135082,cash,Bar,07:00-00:00;,Sat;,none,El Oceano Dorado,Libramiento Burgos Colonia Las Animas,Cuernavaca,Morelos,Mexico,Full_Bar,permitted,informal,completely,medium,open,2,2,2,_,Regional,cash,FALSE,abstemious,formal,friends,on foot,single,independent,1987,technology,thrifty-protector,Catholic,student,blue,57,medium,1.69
U1021,135081,cash,Bar,07:00-00:00;,Sun;,yes,Restaurante El Chivero S.A. de C.V.,Angel Veral 328 Altamira,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,high,closed,2,2,1,_,Chinese,cash,FALSE,casual drinker,formal,family,public,single,independent,1991,technology,thrifty-protector,Catholic,student,blue,82,medium,1.84
U1021,135081,VISA,Mexican,13:00-20:00;,Mon;Tue;Wed;Thu;Fri;,yes,Restaurant la Chalita,Guajardo Sn San Luis Potosi Centro,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,section,informal,no_accessibility,medium,closed,0,0,0,_,Burgers,cash,FALSE,social drinker,no preference,friends,car owner,single,independent,1990,none,hard-worker,Catholic,professional,blue,40,medium,1.76
U1022,135081,MasterCard-Eurocard,Seafood,13:00-20:00;,Sat;,yes,El Club,Mexico 810 Centro,San Luis Potosi,SLP,Mexico,No_Alcohol_Served,none,informal,no_accessibility,medium,closed,2,2,2,_,Mexican,cash,FALSE,casual drinker,informal,friends,car owner,single,independent,1985,variety,hard-worker,Catholic,student,yellow,88,medium,1.68
U1023,135080,cash,Cafeteria,13:00-20:00;,Sun;,yes,Gordas de morales,?,?,San Luis Potosi,Mexico,Full_Bar,section,informal,completely,medium,closed,1,1,1,_,Mexican,VISA,FALSE,casual drinker,formal,family,public,single,independent,1988,eco-friendly,conformist,Catholic,student,red,80,medium,1.78
